"cd4","cd8b","cd3","cd8","leaf.code","cluster.id","in.core"
193,221,48,202,32,1,0
240,165,199,223,66,2,0
69,449,320,737,7,5,0
486,529,470,782,6,8,0
228,194,140,40,32,1,0
208,155,42,206,32,1,0
219,181,84,239,32,1,0
333,227,159,215,66,2,0
188,201,22,170,32,1,0
306,300,236,314,66,2,0
246,165,55,138,32,1,0
95,106,110,236,32,1,0
347,426,369,744,6,8,0
278,115,144,204,32,1,0
365,461,343,646,6,8,1
159,83,96,523,5,6,1
154,59,16,8,32,1,0
327,274,189,265,17,7,1
196,123,111,241,32,1,0
232,165,130,116,66,2,0
224,158,166,2,66,2,0
379,81,307,102,9,3,1
109,67,25,104,32,1,0
233,116,123,210,32,1,0
297,133,127,215,32,1,0
482,365,394,361,17,7,0
216,182,78,149,32,1,0
432,471,373,706,6,8,1
114,511,382,714,7,5,0
209,179,100,191,32,1,0
317,216,239,254,66,2,0
209,173,90,154,32,1,0
259,214,120,65,32,1,0
261,164,210,167,67,4,0
129,80,100,420,5,6,1
349,249,228,270,66,2,0
402,282,239,297,17,7,0
493,290,436,295,17,7,0
131,99,316,441,5,6,0
296,194,175,253,66,2,0
136,136,417,443,5,6,0
435,388,321,406,17,7,0
290,111,76,190,32,1,0
327,190,83,152,32,1,0
407,492,350,691,6,8,1
141,546,488,683,7,5,0
158,128,83,29,32,1,0
177,84,89,206,32,1,0
136,95,24,178,32,1,0
324,289,507,466,17,7,0
236,218,98,376,32,1,0
410,380,498,436,17,7,0
226,173,128,228,32,1,0
244,102,131,206,32,1,0
494,395,487,463,17,7,0
133,15,119,345,5,6,0
248,231,191,172,67,4,0
263,449,354,637,6,8,1
440,70,290,92,9,3,0
244,196,57,205,32,1,0
98,115,140,211,32,1,0
378,479,342,722,6,8,1
257,202,68,301,32,1,0
308,74,360,234,9,3,0
294,102,165,222,32,1,0
272,132,257,41,66,2,0
141,62,59,280,32,1,0
100,112,394,71,9,3,0
284,117,113,126,66,2,0
206,181,178,93,66,2,0
106,445,436,760,7,5,0
207,161,98,254,32,1,0
260,50,188,87,9,3,0
283,159,82,138,32,1,0
164,23,82,178,32,1,0
251,229,117,277,32,1,0
268,224,33,255,32,1,0
242,140,132,174,32,1,0
254,146,205,278,66,2,0
248,112,36,67,32,1,0
267,184,205,81,67,4,0
280,208,147,189,66,2,1
189,184,38,219,32,1,0
234,242,115,224,32,1,0
292,222,339,620,6,8,0
252,230,196,346,66,2,0
270,157,101,75,66,2,0
295,284,216,265,67,4,0
112,71,106,111,32,1,0
238,110,96,166,32,1,0
143,146,123,425,5,6,1
243,145,49,221,32,1,0
364,150,383,217,9,3,0
224,165,79,113,32,1,0
296,163,115,195,66,2,0
365,151,336,242,9,3,1
281,124,72,106,32,1,0
336,308,271,312,17,7,0
250,146,85,144,32,1,0
251,209,156,293,32,1,0
203,198,147,215,32,1,0
208,162,199,250,67,4,0
222,155,169,229,66,2,0
227,199,73,220,32,1,0
237,188,193,164,67,4,0
305,127,172,246,66,2,0
284,159,304,328,66,2,0
191,104,52,131,32,1,0
286,93,126,202,32,1,0
400,76,316,219,9,3,0
373,357,332,572,6,8,0
245,79,105,246,32,1,0
176,32,87,354,5,6,0
137,443,352,691,7,5,1
240,130,36,111,32,1,0
371,535,416,678,6,8,1
250,179,166,87,66,2,0
218,164,123,204,32,1,0
282,160,209,104,67,4,0
267,231,62,173,32,1,0
252,207,171,174,67,4,0
273,130,186,226,66,2,0
406,76,323,167,9,3,1
241,250,143,362,32,1,0
232,218,92,119,32,1,0
326,94,217,177,66,2,0
204,192,111,30,32,1,0
493,428,406,598,6,8,1
308,222,292,532,6,8,0
159,150,83,314,32,1,0
263,224,226,227,67,4,0
253,145,155,227,32,1,0
228,125,35,135,32,1,0
128,79,113,663,5,6,0
295,147,139,238,32,1,0
233,122,192,228,66,2,0
159,412,293,693,7,5,1
237,166,1,210,32,1,0
240,198,183,231,67,4,0
106,159,88,355,5,6,0
245,221,195,202,67,4,0
159,29,298,315,9,3,0
301,428,323,733,6,8,1
17,81,108,225,32,1,0
235,166,136,235,32,1,0
145,38,44,204,32,1,0
270,187,203,159,67,4,0
222,171,132,159,32,1,0
329,229,340,346,66,2,0
254,263,181,265,67,4,0
416,324,314,671,6,8,0
68,42,90,114,32,1,0
222,197,185,236,67,4,0
293,17,225,150,9,3,0
307,182,93,123,32,1,0
397,443,294,680,6,8,1
229,201,42,103,32,1,0
250,164,64,153,32,1,0
165,114,117,406,5,6,1
310,267,243,246,66,2,0
184,209,118,183,32,1,0
140,112,14,659,5,6,0
288,290,244,321,66,2,0
203,192,121,219,32,1,0
278,200,98,241,32,1,0
520,548,472,721,6,8,0
373,414,280,706,6,8,0
336,485,373,739,6,8,1
319,203,229,337,66,2,0
98,317,186,607,7,5,1
232,204,59,163,32,1,0
142,413,293,607,7,5,1
248,204,171,116,67,4,0
182,168,48,507,5,6,1
89,29,37,195,32,1,0
461,344,409,288,17,7,0
271,108,262,124,9,3,1
265,221,165,116,67,4,0
238,128,212,164,66,2,0
230,191,122,214,32,1,1
311,153,185,201,66,2,0
255,164,143,117,66,2,0
204,107,113,187,32,1,0
296,276,227,239,67,4,0
303,184,107,167,32,1,0
443,593,484,821,6,8,1
170,103,13,598,5,6,0
278,223,126,85,32,1,0
336,176,231,233,66,2,0
256,211,181,251,66,2,0
235,198,79,201,32,1,1
262,204,142,200,32,1,1
181,51,26,42,32,1,0
211,148,151,119,66,2,0
253,119,86,203,32,1,0
184,434,298,678,7,5,1
363,363,341,678,6,8,0
244,172,187,99,67,4,0
351,242,208,302,66,2,0
207,308,263,625,7,5,0
244,204,114,176,32,1,1
402,20,266,157,9,3,0
299,178,146,176,66,2,0
285,205,107,180,32,1,0
282,239,124,458,32,1,0
120,56,51,128,32,1,0
225,188,102,253,32,1,0
249,170,102,139,32,1,1
207,145,34,116,32,1,0
580,257,546,102,17,7,0
317,193,163,207,66,2,0
297,220,154,46,66,2,0
252,144,149,242,32,1,0
292,195,175,148,67,4,0
186,408,239,683,7,5,1
381,318,233,565,6,8,0
192,201,173,139,67,4,0
275,181,175,153,67,4,0
163,50,375,454,5,6,0
245,397,280,675,6,8,1
266,198,178,228,66,2,1
291,133,96,87,66,2,0
210,124,107,127,32,1,0
124,156,354,305,67,4,0
111,105,62,426,5,6,1
419,71,329,144,9,3,1
139,98,121,85,32,1,0
537,417,478,634,6,8,0
237,222,171,170,67,4,0
261,239,176,275,32,1,0
206,188,89,206,32,1,0
264,136,83,135,32,1,0
272,159,57,240,32,1,0
246,185,111,253,32,1,0
206,159,112,210,32,1,0
132,345,329,595,7,5,0
389,283,251,282,17,7,0
157,111,503,534,7,5,0
518,362,509,442,17,7,0
240,131,53,259,32,1,0
372,472,364,767,6,8,1
200,136,175,324,67,4,0
288,172,149,74,66,2,0
227,203,74,153,32,1,0
274,223,156,97,66,2,0
282,182,195,253,66,2,0
321,272,245,162,67,4,0
259,110,4,226,32,1,0
365,446,327,764,6,8,1
268,427,307,707,6,8,1
271,187,108,245,32,1,0
519,407,425,648,6,8,0
167,423,263,673,7,5,1
232,243,162,248,67,4,0
258,215,121,255,32,1,0
154,86,48,492,5,6,1
272,130,106,180,32,1,0
305,234,144,176,66,2,0
145,409,226,639,7,5,1
287,203,129,121,32,1,0
231,133,71,212,32,1,0
21,158,43,458,5,6,0
109,30,3,198,32,1,0
377,124,305,126,9,3,1
286,169,79,215,32,1,0
312,78,192,190,66,2,0
226,346,356,579,6,8,0
266,205,142,226,32,1,1
131,65,72,212,32,1,0
251,201,151,229,66,2,1
231,173,109,159,32,1,1
260,162,134,187,66,2,0
225,123,153,221,32,1,0
253,117,53,144,32,1,0
404,321,248,361,17,7,0
315,268,198,229,66,2,0
47,116,87,262,32,1,0
290,130,131,134,66,2,0
329,83,277,80,9,3,0
280,56,266,97,9,3,0
231,159,4,196,32,1,0
232,197,91,217,32,1,0
319,128,104,169,32,1,0
135,80,45,109,32,1,0
289,378,359,516,6,8,0
228,143,77,112,32,1,0
136,158,118,127,32,1,0
472,518,432,731,6,8,1
326,210,160,284,66,2,0
407,365,296,356,17,7,0
72,59,46,437,5,6,1
274,166,127,175,66,2,1
243,213,166,223,67,4,1
106,261,401,696,7,5,0
215,227,61,178,32,1,0
304,176,161,187,66,2,0
406,141,407,205,9,3,0
260,156,61,212,32,1,0
448,94,399,153,9,3,0
289,254,219,625,6,8,0
309,173,89,172,32,1,0
136,144,99,638,5,6,1
264,188,125,271,32,1,0
415,342,311,275,17,7,0
302,123,180,324,66,2,0
392,277,221,312,17,7,0
202,159,151,140,32,1,0
273,190,136,195,66,2,1
398,19,373,119,9,3,0
114,126,4,642,5,6,0
449,384,387,515,6,8,1
201,113,53,203,32,1,0
196,131,29,220,32,1,0
296,73,251,84,9,3,0
384,316,266,320,17,7,1
243,132,146,233,32,1,0
230,139,80,226,32,1,0
324,208,104,503,32,1,0
438,240,335,267,17,7,0
245,207,128,295,32,1,0
114,247,297,629,7,5,0
182,161,95,127,32,1,0
456,154,437,18,9,3,0
98,73,31,452,5,6,1
294,184,155,266,66,2,0
115,83,419,704,7,5,0
398,317,244,325,17,7,0
342,94,187,106,9,3,0
265,217,154,205,67,4,1
366,114,403,30,9,3,0
209,175,56,151,32,1,0
263,125,7,35,32,1,0
243,174,157,163,66,2,0
360,111,350,54,9,3,0
232,262,220,378,66,2,0
44,113,412,351,5,6,0
274,187,125,217,66,2,0
259,123,125,125,66,2,0
434,375,309,356,17,7,0
292,215,225,300,66,2,0
341,66,349,142,9,3,0
100,24,1,253,32,1,0
23,91,337,431,5,6,0
275,232,70,171,32,1,0
276,170,170,233,66,2,0
477,128,459,217,17,7,0
282,190,149,208,66,2,0
227,187,154,101,66,2,0
310,218,17,192,32,1,0
196,196,79,181,32,1,0
263,152,264,28,67,4,0
298,151,185,171,67,4,0
216,187,138,300,66,2,0
310,264,92,565,17,7,0
487,433,467,725,6,8,0
285,211,167,182,66,2,1
292,170,83,284,32,1,0
306,136,100,177,32,1,0
311,163,205,383,66,2,0
223,135,32,239,32,1,0
194,18,55,64,32,1,0
185,189,134,187,32,1,0
255,159,184,173,67,4,0
240,167,110,188,32,1,1
518,338,374,303,17,7,0
382,384,280,568,6,8,0
41,112,7,347,5,6,0
156,96,423,606,7,5,0
294,196,146,280,32,1,0
381,130,218,96,9,3,0
404,184,290,482,17,7,0
253,199,180,226,66,2,0
234,152,85,26,32,1,0
293,124,102,212,32,1,0
188,159,181,167,67,4,0
247,177,197,202,67,4,0
122,70,417,170,9,3,0
301,75,145,216,32,1,0
233,168,149,213,32,1,0
145,188,148,337,32,1,0
237,192,149,107,66,2,0
212,127,92,62,32,1,0
299,115,142,160,66,2,0
304,289,274,348,66,2,0
237,179,219,174,67,4,0
242,198,86,195,32,1,1
307,85,38,88,32,1,0
263,207,130,157,32,1,0
245,174,39,240,32,1,0
397,383,316,606,6,8,0
245,185,186,246,66,2,0
245,109,157,174,32,1,0
161,366,191,635,7,5,1
318,244,149,171,66,2,0
267,248,181,280,66,2,0
283,344,273,623,6,8,1
303,233,254,247,66,2,0
160,168,55,251,32,1,0
227,158,118,72,66,2,0
276,167,145,156,66,2,0
148,91,87,479,5,6,1
122,319,365,578,7,5,0
65,97,110,182,32,1,0
341,270,167,227,66,2,0
255,184,118,150,32,1,1
376,197,199,133,66,2,0
462,356,293,361,17,7,0
314,281,199,362,66,2,0
266,141,103,76,66,2,0
289,355,373,777,6,8,0
371,147,299,192,9,3,1
324,156,120,218,66,2,0
155,178,62,367,32,1,0
244,199,177,253,66,2,0
259,148,140,278,66,2,0
437,455,401,790,6,8,1
262,100,230,99,9,3,1
40,397,293,655,7,5,0
275,151,87,199,32,1,0
200,128,63,62,32,1,0
229,210,179,153,67,4,0
66,65,58,520,5,6,1
285,201,145,247,32,1,0
374,306,209,322,17,7,0
538,435,506,570,6,8,0
249,109,96,200,32,1,0
269,123,238,67,9,3,0
173,114,84,33,32,1,0
142,421,345,665,7,5,1
242,170,21,117,32,1,0
356,296,180,367,66,2,0
22,132,23,184,32,1,0
341,204,241,212,66,2,0
301,181,207,199,66,2,0
212,135,214,218,66,2,0
377,36,328,17,9,3,0
257,158,113,155,32,1,0
227,165,198,210,66,2,0
265,158,148,195,66,2,0
288,16,195,14,9,3,0
427,369,301,377,17,7,0
478,436,428,657,6,8,1
117,154,61,197,32,1,0
186,173,132,258,32,1,0
183,66,113,331,32,1,0
273,191,162,88,66,2,0
321,397,344,680,6,8,1
220,170,139,259,32,1,0
436,563,474,763,6,8,1
172,150,135,154,32,1,0
386,432,409,658,6,8,1
261,117,173,147,67,4,0
311,435,389,616,6,8,0
274,144,172,123,67,4,0
247,162,196,161,67,4,0
210,91,92,257,32,1,0
273,95,257,262,9,3,0
343,244,217,235,66,2,0
257,185,125,218,32,1,1
325,122,149,40,66,2,0
231,109,108,112,32,1,0
142,87,23,254,32,1,0
213,380,420,616,7,5,0
360,37,249,158,9,3,0
204,213,183,242,67,4,0
287,226,208,316,66,2,0
280,218,166,241,32,1,1
115,345,178,643,7,5,1
407,305,258,297,17,7,0
120,33,117,281,32,1,0
236,220,114,176,32,1,0
136,62,37,603,5,6,0
239,160,85,141,32,1,0
212,199,44,378,32,1,0
142,431,310,678,7,5,1
509,385,419,319,17,7,0
310,230,187,226,66,2,0
117,35,122,506,5,6,0
151,93,127,249,32,1,0
416,291,422,716,6,8,0
341,274,153,263,17,7,0
398,330,269,295,17,7,0
229,130,95,260,32,1,0
292,124,357,23,9,3,0
146,84,33,158,32,1,0
213,167,180,50,66,2,0
374,170,385,203,9,3,0
137,127,73,230,32,1,0
178,124,118,229,32,1,0
235,83,92,102,32,1,0
232,209,148,268,32,1,0
318,169,99,122,32,1,0
147,159,116,164,32,1,0
351,329,494,515,6,8,0
207,100,96,147,32,1,0
300,226,171,217,66,2,0
304,158,166,141,67,4,0
135,35,64,561,5,6,0
156,60,56,270,32,1,0
402,307,278,274,17,7,0
315,213,231,252,66,2,0
123,103,326,323,67,4,0
236,207,147,232,66,2,0
464,307,395,320,17,7,0
341,296,196,458,17,7,0
373,56,308,122,9,3,1
172,403,306,700,7,5,1
276,151,109,258,32,1,0
122,39,20,331,5,6,1
167,156,19,168,32,1,0
166,158,138,117,32,1,0
270,182,155,141,67,4,1
281,200,136,205,66,2,1
271,199,192,182,67,4,0
228,168,150,206,32,1,0
236,298,134,612,7,5,0
337,449,337,654,6,8,1
246,228,194,234,67,4,0
303,228,218,182,67,4,0
229,152,15,120,32,1,0
241,166,129,112,66,2,0
322,188,139,95,66,2,0
258,192,178,153,67,4,0
258,145,141,222,32,1,0
287,183,143,187,66,2,1
534,336,429,343,17,7,0
162,136,49,173,32,1,0
141,107,120,139,32,1,0
238,193,87,311,32,1,0
231,230,107,263,32,1,0
340,214,267,207,66,2,0
260,214,87,220,32,1,0
213,138,59,116,32,1,0
344,406,297,711,6,8,1
298,195,225,228,66,2,0
345,264,150,243,17,7,0
255,218,151,192,67,4,0
162,44,96,451,5,6,0
434,144,353,152,9,3,0
154,379,319,638,7,5,1
243,209,118,174,32,1,1
307,217,100,325,32,1,0
188,189,170,190,67,4,0
196,390,257,615,6,8,0
387,52,287,132,9,3,1
121,230,442,648,7,5,0
290,179,129,180,66,2,0
273,212,85,218,32,1,0
279,198,103,194,32,1,0
329,165,168,119,67,4,0
252,148,32,76,32,1,0
244,239,130,259,32,1,0
220,142,164,175,32,1,0
366,298,251,302,17,7,1
371,293,226,307,17,7,0
265,248,199,514,17,7,0
230,147,134,104,66,2,0
332,95,180,22,9,3,0
340,190,147,200,66,2,0
269,51,189,478,5,6,0
285,105,86,174,32,1,0
234,181,167,215,66,2,0
261,225,200,281,66,2,0
300,223,246,269,66,2,0
225,139,64,171,32,1,0
249,153,27,188,32,1,0
472,153,383,197,17,7,0
380,313,243,299,17,7,1
256,179,31,158,32,1,0
155,113,78,148,32,1,0
266,139,131,241,32,1,0
305,182,180,245,66,2,0
296,268,149,304,32,1,0
272,217,183,164,67,4,0
125,480,398,646,7,5,0
213,109,77,152,32,1,0
162,264,121,532,5,6,0
296,171,160,111,67,4,0
317,9,275,103,9,3,0
261,131,96,4,66,2,0
209,226,91,324,32,1,0
134,46,325,661,5,6,0
135,158,28,147,32,1,0
236,162,56,230,32,1,0
228,130,148,240,32,1,0
222,159,66,44,32,1,0
107,57,121,678,5,6,0
280,200,70,162,32,1,0
309,240,160,312,32,1,0
180,144,80,198,32,1,0
269,186,160,153,67,4,1
424,114,327,101,9,3,0
367,93,301,75,9,3,0
301,219,155,226,66,2,1
264,180,123,176,66,2,1
111,81,457,57,9,3,0
380,273,215,331,17,7,0
364,111,295,48,9,3,0
115,77,355,203,9,3,0
194,157,120,186,32,1,0
258,120,133,231,32,1,0
223,80,13,235,32,1,0
137,23,107,335,5,6,0
129,25,37,239,32,1,0
213,195,177,230,67,4,0
423,335,305,344,17,7,0
359,313,233,274,17,7,0
225,189,186,224,67,4,0
251,147,166,124,66,2,0
244,295,269,272,67,4,0
249,98,50,131,32,1,0
266,217,143,229,32,1,1
222,142,122,175,32,1,0
50,74,353,533,7,5,0
262,209,82,187,32,1,0
332,70,287,177,9,3,1
261,186,132,189,66,2,1
216,143,135,213,32,1,0
309,119,129,155,66,2,0
141,58,113,263,32,1,0
296,207,148,216,66,2,1
386,307,247,433,17,7,0
303,110,44,170,32,1,0
130,186,120,187,32,1,0
453,240,376,269,17,7,0
250,95,102,191,32,1,0
300,166,170,145,67,4,0
394,307,290,350,17,7,0
368,117,90,192,32,1,0
298,240,197,200,67,4,0
81,116,31,418,5,6,1
174,136,68,192,32,1,0
288,141,161,143,67,4,0
280,81,146,146,66,2,0
150,62,151,138,32,1,0
363,224,210,210,66,2,0
76,11,20,105,32,1,0
189,89,47,1,32,1,0
259,195,191,205,67,4,0
301,30,201,136,9,3,0
177,54,98,172,32,1,0
338,398,278,693,6,8,1
269,119,125,239,32,1,0
139,330,169,604,7,5,1
220,213,1,50,32,1,0
351,76,247,153,9,3,1
260,211,158,580,5,6,0
195,218,161,184,67,4,0
296,191,212,231,66,2,0
133,304,129,597,7,5,0
416,40,385,107,9,3,0
280,253,305,320,66,2,0
252,171,174,159,67,4,0
204,143,91,91,32,1,0
436,443,349,737,6,8,1
328,120,314,119,9,3,0
243,110,154,186,32,1,0
288,189,146,180,66,2,1
341,205,134,149,66,2,0
355,117,297,104,9,3,1
225,186,122,121,66,2,0
243,156,185,162,67,4,0
324,152,171,238,66,2,0
528,313,412,345,17,7,0
87,34,301,518,5,6,0
261,89,96,170,32,1,0
458,320,329,318,17,7,0
330,276,224,228,66,2,0
243,122,78,100,32,1,0
209,163,156,167,32,1,0
486,247,422,135,17,7,0
180,90,72,448,5,6,1
428,372,283,487,17,7,0
170,105,49,132,32,1,0
187,192,128,130,32,1,0
239,136,206,83,66,2,0
262,177,96,197,32,1,1
391,69,260,95,9,3,1
329,486,438,666,6,8,1
220,161,108,143,32,1,0
216,170,156,263,67,4,0
462,394,402,515,6,8,1
241,159,29,128,32,1,0
291,407,286,649,6,8,1
183,129,46,317,32,1,0
129,386,313,587,7,5,1
205,126,16,573,5,6,0
242,181,115,104,66,2,0
270,159,127,78,66,2,0
279,255,187,213,67,4,0
45,127,70,154,32,1,0
315,164,80,69,66,2,0
197,173,111,173,32,1,0
200,395,359,653,7,5,1
177,66,44,488,5,6,1
238,190,120,191,32,1,1
275,282,204,428,66,2,0
290,69,201,97,9,3,1
418,372,301,386,17,7,0
231,159,129,141,32,1,0
399,413,403,665,6,8,0
231,184,187,207,67,4,0
399,33,333,55,9,3,0
469,307,340,301,17,7,0
114,492,428,643,7,5,0
187,10,36,294,5,6,0
278,160,140,141,66,2,0
224,167,97,200,32,1,1
201,148,20,154,32,1,0
167,66,104,278,32,1,0
291,203,289,245,66,2,0
149,536,369,757,7,5,0
125,135,91,611,5,6,1
229,144,42,168,32,1,0
138,137,132,209,32,1,0
203,209,154,209,67,4,0
478,117,524,148,9,3,0
541,359,407,349,17,7,0
319,213,80,163,32,1,0
428,518,408,747,6,8,1
249,212,157,130,66,2,0
273,212,132,141,32,1,0
252,193,42,54,32,1,0
381,308,199,274,17,7,0
255,67,286,248,9,3,0
185,130,112,34,32,1,0
269,236,40,171,32,1,0
315,158,76,150,32,1,0
435,359,369,432,17,7,0
249,4,260,211,9,3,0
315,463,339,740,6,8,1
47,93,89,210,32,1,0
180,161,357,565,7,5,0
355,223,237,109,66,2,0
151,174,113,409,5,6,0
104,114,130,107,32,1,0
301,210,170,138,67,4,0
32,38,420,152,9,3,0
271,106,154,127,66,2,0
234,178,99,156,32,1,1
245,203,93,652,5,6,0
118,43,540,662,7,5,0
270,157,420,246,9,3,0
277,219,76,160,32,1,0
334,91,198,91,9,3,0
254,153,86,228,32,1,0
241,182,55,203,32,1,0
179,141,125,215,32,1,0
219,139,240,232,67,4,0
275,199,98,130,32,1,0
223,142,34,76,32,1,0
260,150,180,251,66,2,0
182,377,223,651,7,5,1
99,28,44,550,5,6,0
460,326,307,614,6,8,0
281,131,193,146,67,4,0
242,148,135,206,32,1,0
241,178,98,161,32,1,1
125,336,243,581,7,5,1
317,158,93,175,32,1,0
251,218,227,138,67,4,0
221,153,34,187,32,1,0
266,68,62,261,32,1,0
256,461,337,728,6,8,1
204,105,85,216,32,1,0
415,406,314,414,17,7,0
271,221,94,250,32,1,0
401,308,254,310,17,7,0
312,184,17,585,5,6,0
276,170,113,211,32,1,0
310,262,126,228,17,7,0
379,333,236,330,17,7,0
231,196,14,201,32,1,0
516,320,523,297,17,7,0
155,95,114,219,32,1,0
398,75,362,145,9,3,0
372,31,240,127,9,3,0
177,176,176,69,66,2,0
279,184,165,207,66,2,0
298,251,201,269,66,2,0
299,59,220,151,9,3,1
246,156,103,267,32,1,0
280,140,156,174,66,2,0
262,178,42,124,32,1,0
410,577,436,838,6,8,1
263,185,181,263,66,2,0
304,181,132,149,66,2,0
220,172,32,172,32,1,0
219,178,141,125,66,2,0
192,138,128,249,32,1,0
209,461,332,784,6,8,0
381,341,284,361,17,7,0
225,131,92,124,32,1,0
174,97,71,159,32,1,0
361,339,276,298,17,7,0
168,49,310,108,9,3,0
286,166,188,177,67,4,0
288,74,223,166,9,3,1
175,84,126,229,32,1,0
162,49,98,540,5,6,0
169,154,60,615,5,6,0
224,112,84,167,32,1,0
464,369,354,404,17,7,0
211,133,137,217,32,1,0
325,273,215,328,66,2,0
260,196,108,232,32,1,1
333,161,292,3,9,3,0
185,196,181,92,66,2,0
142,324,206,635,7,5,1
383,297,271,373,17,7,0
101,115,7,310,5,6,1
511,367,412,391,17,7,0
280,263,261,155,67,4,0
281,256,204,241,67,4,0
231,177,153,218,32,1,0
261,143,142,219,32,1,0
301,133,165,142,67,4,0
402,271,309,255,17,7,0
226,166,158,162,32,1,0
161,88,413,73,9,3,0
484,308,347,321,17,7,0
264,195,105,188,32,1,1
373,211,198,196,66,2,0
430,94,402,33,9,3,0
36,349,268,676,7,5,0
444,414,354,399,17,7,0
397,371,270,341,17,7,0
267,191,185,208,67,4,0
159,64,321,599,5,6,0
271,245,227,271,66,2,0
274,194,175,294,66,2,0
240,210,117,208,32,1,0
235,206,191,217,67,4,0
264,204,46,196,32,1,0
416,552,486,793,6,8,0
186,168,166,143,32,1,0
400,367,270,411,17,7,0
344,421,330,755,6,8,1
376,154,163,73,66,2,0
217,124,134,25,66,2,0
230,150,186,261,67,4,0
279,72,224,298,66,2,0
251,193,118,105,32,1,0
28,60,48,113,32,1,0
295,128,49,151,32,1,0
234,159,101,289,32,1,0
240,209,173,306,66,2,0
379,55,273,57,9,3,1
103,45,154,193,32,1,0
302,192,130,166,66,2,0
82,38,111,142,32,1,0
265,182,153,230,66,2,0
246,189,131,113,66,2,0
424,218,352,248,17,7,0
248,204,126,204,32,1,1
252,23,232,115,9,3,0
156,115,248,631,5,6,0
389,275,206,302,17,7,0
276,158,62,202,32,1,0
115,77,63,332,32,1,0
128,151,24,386,5,6,0
237,216,108,123,32,1,0
341,165,130,193,66,2,0
195,200,102,311,32,1,0
41,81,19,233,32,1,0
369,257,237,294,17,7,0
89,121,273,117,67,4,0
312,224,202,240,66,2,0
279,258,123,374,32,1,0
253,422,223,657,6,8,0
213,142,168,138,32,1,0
252,234,144,128,66,2,0
99,43,120,62,32,1,0
289,208,179,67,66,2,0
187,46,19,146,32,1,0
370,7,374,215,9,3,0
458,88,367,129,9,3,1
340,335,256,279,17,7,0
455,215,408,232,17,7,0
167,94,11,56,32,1,0
291,150,100,223,32,1,0
256,178,130,201,32,1,1
337,283,189,288,17,7,0
282,305,213,328,66,2,0
252,220,96,281,32,1,0
256,186,133,138,66,2,1
414,359,273,348,17,7,0
252,144,107,176,32,1,0
433,66,410,107,9,3,0
176,165,103,160,32,1,0
355,266,102,261,17,7,0
243,159,198,112,67,4,0
270,85,150,193,32,1,0
402,318,244,349,17,7,0
280,252,134,100,32,1,0
432,538,431,711,6,8,1
102,65,22,500,5,6,1
243,162,97,120,32,1,1
251,180,176,223,66,2,0
293,258,162,205,67,4,0
367,108,370,69,9,3,0
343,203,139,231,66,2,0
244,201,154,261,32,1,0
357,311,246,203,66,2,0
298,217,214,172,67,4,0
252,177,80,236,32,1,0
400,307,248,319,17,7,0
146,5,144,502,5,6,0
267,206,93,258,32,1,0
261,200,151,208,66,2,1
250,172,325,210,9,3,0
388,15,379,15,9,3,0
375,132,277,226,9,3,0
435,29,395,127,9,3,0
140,387,243,623,7,5,1
239,135,74,172,32,1,0
346,124,418,173,9,3,0
237,194,108,168,32,1,1
401,614,467,798,6,8,0
229,220,196,148,67,4,0
180,38,43,113,32,1,0
186,143,120,208,32,1,0
400,346,282,331,17,7,0
399,461,294,704,6,8,1
274,212,150,266,32,1,1
267,160,193,224,66,2,0
191,366,96,276,32,1,0
220,176,130,167,32,1,0
355,63,308,220,9,3,1
44,135,45,560,5,6,0
150,36,427,198,9,3,0
301,466,348,698,6,8,1
255,145,179,196,66,2,0
414,339,294,315,17,7,0
340,67,259,238,9,3,0
93,113,81,224,32,1,0
273,91,302,220,9,3,0
316,173,189,230,66,2,0
427,481,380,649,6,8,1
416,91,382,134,9,3,0
175,111,145,173,32,1,0
244,161,102,190,32,1,1
293,194,107,217,32,1,0
233,231,143,250,32,1,0
220,169,21,167,32,1,0
237,223,111,207,32,1,0
364,297,198,622,6,8,0
557,498,518,738,6,8,0
241,206,74,131,32,1,0
253,235,121,158,32,1,0
248,137,66,224,32,1,0
133,102,129,214,32,1,0
269,114,115,146,32,1,0
325,568,502,694,6,8,0
379,351,373,718,6,8,0
311,221,149,218,66,2,1
264,159,132,206,32,1,1
388,346,283,383,17,7,0
468,81,423,192,9,3,0
196,129,32,268,32,1,0
309,284,257,332,66,2,0
219,142,113,190,32,1,0
189,174,97,47,32,1,0
214,127,34,159,32,1,0
411,346,235,373,17,7,0
324,20,319,21,9,3,0
314,50,429,136,9,3,0
240,185,235,159,67,4,0
166,89,17,257,32,1,0
98,123,73,290,32,1,0
302,114,165,183,66,2,0
143,290,313,633,7,5,0
217,72,18,208,32,1,0
287,200,189,262,66,2,0
200,193,90,218,32,1,0
127,127,75,207,32,1,0
133,79,84,93,32,1,0
446,309,319,573,6,8,0
243,239,235,645,7,5,0
246,152,209,120,67,4,0
388,25,301,243,9,3,0
451,238,372,249,17,7,0
158,79,137,82,66,2,0
301,258,217,186,67,4,0
160,74,89,94,32,1,0
164,83,71,193,32,1,0
272,160,149,213,32,1,0
240,150,78,191,32,1,0
295,250,218,252,66,2,0
68,129,87,235,32,1,0
364,273,216,286,17,7,0
302,50,275,106,9,3,1
330,211,124,298,66,2,0
294,254,241,307,66,2,0
262,159,153,244,66,2,0
76,101,62,628,5,6,0
285,168,85,380,32,1,0
